ticker,isin,name,issuer,instrument_type,instrument_subtype,currency,catalog_url,instrument_url,is_active,capture_status,history_status,chart_status,error_reason,data_points,actual_start,actual_end,coverage_days,coverage_percent,insufficient_history,screenshot_path
BRKZb8,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZb8,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZb9,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZb9,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe1,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe10,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe10,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe11,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe11,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe12,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe12,True,PENDING,PARTIAL,DATA_READY,,2,2026-05-17T19:00:00,2026-07-26T19:00:00,2,0.81,True,
BRKZe13,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe13,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe14,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe14,True,PENDING,PARTIAL,DATA_READY,,3,2026-06-29T19:00:00,2026-08-20T19:00:00,3,1.21,True,
BRKZe15,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe15,True,PENDING,PARTIAL,DATA_READY,,8,2026-05-19T19:00:00,2026-08-20T19:00:00,8,3.23,True,
BRKZe16,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe16,True,PENDING,PARTIAL,DATA_READY,,1,2026-04-07T19:00:00,2026-04-07T19:00:00,1,0.4,True,
BRKZe17,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe17,True,PENDING,PARTIAL,DATA_READY,,4,2026-07-30T19:00:00,2026-08-27T19:00:00,4,1.61,True,
BRKZe18,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe18,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BRKZe18_,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe18_,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BRKZe19,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe19,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BRKZe2,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe20,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe20,True,PENDING,PARTIAL,DATA_READY,,1,2026-02-25T19:00:00,2026-02-25T19:00:00,1,0.4,True,
BRKZe21,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,CNY,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe21,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BRKZe22,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe22,True,PENDING,PARTIAL,DATA_READY,,4,2025-10-28T19:00:00,2026-06-09T19:00:00,4,1.61,True,
BRKZe23,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe23,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BRKZe3,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe3_US,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe3_US,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe3_USD,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe3_USD,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe4,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe4,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe4_US,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe4_US,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe4_USD,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe4_USD,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe6,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe6,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe7,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe7,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe7_US,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe7_US,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe7_USD,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe7_USD,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe8,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe8,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZe9,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZe9,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BRKZs1,,Банк Развития Казахстана,Банк Развития Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BRKZs1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BSTD_KZe1,,Black Sea Trade and Development Bank,Black Sea Trade and Development Bank,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BSTD_KZe1,True,PENDING,PARTIAL,DATA_READY,,35,2025-09-23T19:00:00,2026-08-23T19:00:00,35,14.11,True,
BTAIb1,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb10,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb10,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb11,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb11,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb12,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb12,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb13,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb13,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb14,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb14,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb15,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb15,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb16,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb16,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb2,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb3,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb4,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb4,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb5,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb5,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb6,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb6,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb7,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb7,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb8,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb8,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTAIb9,,"АО ""Investment Astana Group""","АО ""Investment Astana Group""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTAIb9,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb1,,БТА Банк,БТА Банк,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb10,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb10,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb11,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb11,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb12,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb12,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb13,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb13,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb14,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb14,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb15,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb15,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb16,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb16,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb17,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb17,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb18,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb18,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb19,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb19,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb2,,БТА Банк,БТА Банк,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb20,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb20,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb21,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb21,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb22,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb22,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb23,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb23,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb24,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb24,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb25,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb25,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb26,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb26,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb27,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb27,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb28,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb28,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb29,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb29,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb3,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb30,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb30,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb4,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb4,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb5,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb5,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASb7,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb7,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTASb9,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASb9,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe1,,БТА Банк,БТА Банк,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe10,,БТА Банк,БТА Банк,bond,corporate,EUR,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe10,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe11,,БТА Банк,БТА Банк,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe11,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe12,,БТА Банк,БТА Банк,bond,corporate,EUR,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe12,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe13,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe13,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe14,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe14,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTASe15,,БТА Банк,БТА Банк,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe15,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe16,,Народный Банк Казахстана,Народный Банк Казахстана,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe16,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe2,,BTASe2,BTASe2,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe3,,BTASe3,BTASe3,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe4,,BTASe4,BTASe4,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe4,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe5,,BTASe5,BTASe5,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe5,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe6,,BTASe6,BTASe6,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe6,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe7,,БТА Банк,БТА Банк,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe7,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe8,,БТА Банк,БТА Банк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe8,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTASe9,,БТА Банк,БТА Банк,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTASe9,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTDVb1,,Казахстанская Жилищная Компания,Казахстанская Жилищная Компания,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTDVb1,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
