ticker,isin,name,issuer,instrument_type,instrument_subtype,currency,catalog_url,instrument_url,is_active,capture_status,history_status,chart_status,error_reason,data_points,actual_start,actual_end,coverage_days,coverage_percent,insufficient_history,screenshot_path
KASSb2,,KASSb2,KASSb2,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KASSb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KASTb1,,КазЭкспортАстык,КазЭкспортАстык,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KASTb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KASTb2,,КазЭкспортАстык,КазЭкспортАстык,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KASTb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KASTb3,,КазЭкспортАстык,КазЭкспортАстык,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KASTb3,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KATRb1,,Атамекен-Агро,Атамекен-Агро,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KATRb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KATRb2,,Атамекен-Агро,Атамекен-Агро,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KATRb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KAZIb1,,KAZIb1,KAZIb1,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KAZIb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KAZIb2,,KAZIb2,KAZIb2,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KAZIb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KAZIb3,,KAZIb3,KAZIb3,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KAZIb3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KCELb1,,Kcell,Kcell,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KCELb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KDTSb1,,KDTSb1,KDTSb1,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KDTSb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KEGCb1,,KEGOC,KEGOC,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KEGCb1,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KEGCb2,,KEGOC,KEGOC,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KEGCb2,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KEGCb3,,KEGOC,KEGOC,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KEGCb3,True,PENDING,PARTIAL,DATA_READY,,105,2025-09-02T19:00:00,2026-08-27T19:00:00,105,42.34,True,
KEGCb4,,KEGOC,KEGOC,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KEGCb4,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb1,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb1,True,PENDING,PARTIAL,DATA_READY,,184,2025-08-27T19:00:00,2026-08-25T19:00:00,184,74.19,True,
KFUSb10,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb10,True,PENDING,PARTIAL,DATA_READY,,205,2025-08-27T19:00:00,2026-08-26T19:00:00,205,82.66,True,
KFUSb100,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb100,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb101,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb101,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb102,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb102,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb103,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb103,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb104,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb104,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb105,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb105,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb106,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb106,True,PENDING,PARTIAL,DATA_READY,,6,2026-03-15T19:00:00,2026-08-24T19:00:00,6,2.42,True,
KFUSb107,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb107,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb108,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb108,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb109,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb109,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb11,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb11,True,PENDING,PARTIAL,DATA_READY,,25,2025-08-27T19:00:00,2026-08-24T19:00:00,25,10.08,True,
KFUSb110,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb110,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb111,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb111,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb112,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb112,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb113,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb113,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb114,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb114,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb115,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb115,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb116,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb116,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb117,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb117,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb118,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb118,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb12,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb12,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb13,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb13,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb14,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb14,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb15,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb15,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb16,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb16,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb17,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb17,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb18,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb18,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb19,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb19,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb2,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb20,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb20,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb21,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb21,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb22,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb22,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb23,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb23,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb24,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb24,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb25,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb25,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb26,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb26,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb27,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb27,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb28,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb28,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb29,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb29,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb3,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb30,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb30,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb31,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb31,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb32,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb32,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb33,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb33,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb34,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb34,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb35,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb35,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb36,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb36,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb37,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb37,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb38,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb38,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb39,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb39,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb4,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb4,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb40,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb40,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb41,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb41,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb42,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb42,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb43,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb43,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb44,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb44,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb45,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb45,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb46,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb46,True,PENDING,PARTIAL,DATA_READY,,45,2025-09-23T19:00:00,2026-08-27T19:00:00,45,18.15,True,
KFUSb47,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb47,True,PENDING,PARTIAL,DATA_READY,,52,2025-09-08T19:00:00,2026-08-26T19:00:00,52,20.97,True,
KFUSb48,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb48,True,PENDING,PARTIAL,DATA_READY,,60,2025-09-17T19:00:00,2026-08-26T19:00:00,60,24.19,True,
KFUSb49,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb49,True,PENDING,PARTIAL,DATA_READY,,71,2025-08-28T19:00:00,2026-08-24T19:00:00,71,28.63,True,
KFUSb5,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb5,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb50,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb50,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb51,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb51,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb52,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb52,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb53,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb53,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb54,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb54,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb55,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb55,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
KFUSb56,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb56,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb57,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb57,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb58,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb58,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb59,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb59,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
KFUSb6,,Казахстанский фонд устойчивости,Казахстанский фонд устойчивости,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/KFUSb6,True,PENDING,PARTIAL,DATA_READY,,30,2025-08-27T19:00:00,2026-08-24T19:00:00,30,12.1,True,
